Serial,Book Name,Author Name,Ratings
3281,The Man Who Planted Trees,Jean Giono, 4.23
3282,"The Looking Glass Wars (The Looking Glass Wars, #1)",Frank Beddor, 3.93
3283,The Information,Martin Amis, 3.51
3284,"Tommaso (Immortal Matchmakers, Inc. #2)",Mimi Jean Pamfiloff, 4.14
3285,The Ransom of Red Chief,O. Henry, 4.16
3286,"Once and Always (Sequels, #1)",Judith McNaught, 4.19
3287,The Sea Wolf,Jack London, 4.05
3288,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg, 4.11
3289,"Jack Who?: Perfect Storms (Silver Strings G, #1)",Lisa Gillis, 3.68
3290,"Forsaken (The Demon Trappers, #1)",Jana Oliver, 3.99
3291,The Canterville Ghost,Oscar Wilde, 3.88
3292,The Temple of the Golden Pavilion,Yukio Mishima, 3.99
3293,"Morning Star (Red Rising Saga, #3)",Pierce Brown, 4.47
3294,Fragile Things: Short Fictions and Wonders,Neil Gaiman, 3.92
3295,Money Game: A Wealth Manifestation Guide. Level Up Your Mindset Step-By-Step & Create An Abundant Life,Daniel Mangena, 4.32
3296,"Vampire Kisses (Vampire Kisses, #1)",Ellen Schreiber, 3.72
3297,"Map of Bones (Sigma Force, #2)",James Rollins, 4.07
3298,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson, 4.13
3299,My Dark Vanessa,Kate Elizabeth Russell, 4.06
3300,"Dirty Red (Love Me with Lies, #2)",Tarryn Fisher, 4.20
3301,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel, 4.17
3302,"Carve the Mark (Carve the Mark, #1)",Veronica Roth, 3.78
3303,"Golden Fool (Tawny Man, #2)",Robin Hobb, 4.30
3304,Three Day Road,Joseph Boyden, 4.28
3305,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford, 4.19
3306,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson, 3.80
3307,ترانيم في ظل تمارا,محمد عفيفي, 3.98
3308,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks, 3.95
3309,Double Indemnity,James M. Cain, 4.06
3310,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus, 4.01
3311,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace, 4.20
3312,To Kill a Kingdom,Alexandra Christo, 3.84
3313,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket, 3.96
3314,Baudolino,Umberto Eco, 3.77
3315,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke, 3.97
3316,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs, 3.86
3317,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",Michael Connelly, 4.17
3318,Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher, 3.99
3319,"The Haunted (The Hollow, #2)",Jessica Verday, 4.14
3320,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey, 4.09
3321,How to Kill a Rock Star,Tiffanie DeBartolo, 4.07
3322,All Things Wise and Wonderful,James Herriot, 4.38
3323,The 4-Hour Workweek,Timothy Ferriss, 3.91
3324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie, 3.97
3325,Zeno's Conscience,Italo Svevo, 3.80
3326,"Soul of the Fire (Sword of Truth, #5)",Terry Goodkind, 3.85
3327,"Plainsong (Plainsong, #1)",Kent Haruf, 4.01
3328,Bone: The Complete Edition,Jeff Smith, 4.44
3329,Nobody's Boy,Hector Malot, 4.37
3330,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan, 3.80
3331,The Power of Your Subconscious Mind,Joseph Murphy, 4.10
3332,Being Mortal: Medicine and What Matters in the End,Atul Gawande, 4.44
3333,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan, 4.49
3334,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson, 3.87
3335,"The Ruby Circle (Bloodlines, #6)",Richelle Mead, 4.20
3336,Every Soul a Star,Wendy Mass, 4.10
3337,"A Beautiful Wedding (Beautiful, #2.5)",Jamie McGuire, 4.00
3338,D'Aulaires' Book of Greek Myths,Ingri d'Aulaire, 4.41
3339,"The Fall of the Phoenix (Heroes of Troy, #1)",Daniel  Kelly, 4.37
3340,The Grownup,Gillian Flynn, 3.57
3341,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter, 4.28
3342,"Covet (Fallen Angels, #1)",J.R. Ward, 3.90
3343,"The Gathering (Darkness Rising, #1)",Kelley Armstrong, 3.99
3344,"Bad Things (Tristan & Danika, #1)",R.K. Lilley, 4.29
3345,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers, 4.16
3346,"Girl, Woman, Other",Bernardine Evaristo, 4.35
3347,Inherit the Wind,Jerome Lawrence, 3.91
3348,A Long Way Down,Nick Hornby, 3.44
3349,"Number 13 (Lightmasters, #1)",M.G. Wells, 4.13
3350,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan, 3.96
3351,Cancer Ward,Aleksandr Solzhenitsyn, 4.23
3352,A Thousand Boy Kisses,Tillie Cole, 4.21
3353,Caged,Shanna Ehrlich, 3.63
3354,The Enlightenment of Alexander,B.Q. Hanson, 3.76
3355,Nicu II and Victoria's Incestuous Romance,Kenneth Jarrett Singleton, 4.37
3356,"A Dangerous Path (Warriors, #5)",Erin Hunter, 4.44
3357,"Hades (Halo, #2)",Alexandra Adornetto, 3.95
3358,"A Hidden Fire (Elemental Mysteries, #1)",Elizabeth   Hunter, 4.01
3359,Leap of Faith (The Rufino Factor Book One),Joshua Rem, 4.25
3360,The Girl Who Chased the Moon,Sarah Addison Allen, 3.97
3361,Supernatural Hero,Eran Gadot, 4.40
3362,Mud Vein,Tarryn Fisher, 4.10
3363,"Lady Knight (Protector of the Small, #4)",Tamora Pierce, 4.26
3364,All the Ugly and Wonderful Things,Bryn Greenwood, 4.02
3365,Still Crazy,Judy Prescott Marshall, 4.28
3366,"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)",Charlaine Harris, 3.83
3367,They Cage the Animals at Night,Jennings Michael Burch, 4.33
3368,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin, 4.11
3369,....Și la sfârșit a mai rămas coșmarul,Oliviu Crâznic, 4.43
3370,You Will Know Me,Megan Abbott, 3.46
3371,The Christmas Sweater,Glenn Beck, 3.81
3372,"At Home in Mitford (Mitford Years, #1)",Jan Karon, 4.11
3373,"Bluestar's Prophecy (Warriors Super Edition, #2)",Erin Hunter, 4.55
3374,How Not to Murder Your Grumpy,Carol Wyer, 4.03
3375,Throne of Novoxos (Van Laven Chronicles #1),Tyler Chase, 3.52
3376,"The Midnight Star (The Young Elites, #3)",Marie Lu, 4.12
3377,The Member of the Wedding,Carson McCullers, 3.82
3378,VALIS,Philip K. Dick, 3.93
3379,Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters,Gleb Tsipursky, 4.24
3380,"In the Clearing (Tracy Crosswhite, #3)",Robert Dugoni, 4.24
3381,Silence,Shūsaku Endō, 4.06
3382,"Memories, Dreams, Reflections",C.G. Jung, 4.05
3383,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge, 4.30
3384,My Heart and Other Black Holes,Jasmine Warga, 3.98
3385,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris, 3.85
3386,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant, 4.14
3387,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",Julie Kagawa, 4.03
3388,The Tender Bar: A Memoir,J.R. Moehringer, 3.90
3389,"Find You in the Dark (Find You in the Dark, #1)",A. Meredith Walters, 3.95
3390,Plato: Complete Works,Plato, 4.36
3391,Stepping Beyond Intention,Daniel Mangena, 4.33
3392,"Whispers (The Secret Watchers, #2)",Lauren Klever, 4.36
3393,SSN Seadragon: The Crucible of Leviathan,J.P. Ronald, 4.22
3394,"Firestar's Quest (Warriors Super Edition, #1)",Erin Hunter, 4.33
3395,"Defiance (Defiance, #1)",C.J. Redwine, 3.67
3396,Democracy in America,Alexis de Tocqueville, 4.03
3397,"Providence (Providence, #1)",Jamie McGuire, 3.98
3398,Jinx,Meg Cabot, 3.71
3399,One Plus One,Jojo Moyes, 3.95
3400,Shadows of Atlantis: Awakening,Mara Powers, 4.35
3401,Novecento. Un monologo,Alessandro Baricco, 4.18
3402,Prometheus Bound,Aeschylus, 3.90
3403,"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer, 4.16
3404,What the Wind Knows,Amy Harmon, 4.30
3405,The Late Mattia Pascal,Luigi Pirandello, 4.02
3406,"Hawksong (The Kiesha'ra, #1)",Amelia Atwater-Rhodes, 4.16
3407,The Jane Austen Book Club,Karen Joy Fowler, 3.12
3408,"A Job From Hell (Ancient Legends, #1)",Jayde Scott, 3.55
3409,State of Wonder,Ann Patchett, 3.88
3410,"Disney After Dark (Kingdom Keepers, #1)",Ridley Pearson, 3.91
3411,Dead Men's Trousers,Irvine Welsh, 3.86
3412,"Every Dead Thing (Charlie Parker, #1)",John Connolly, 3.98
3413,"Arrow of the Mist (Arrow of the Mist, #1)",Christina Mercer, 3.94
3414,"Rumo & His Miraculous Adventures (Zamonia, #3)",Walter Moers, 4.49
3415,"Love, Lex (The Undergrad Years, #1)",Avery Aster, 3.29
3416,"Waterfall (River of Time, #1)",Lisa Tawn Bergren, 4.00
3417,"After We Collided (After, #2)",Anna Todd, 3.74
3418,Scarlett,Alexandra Ripley, 3.58
3419,The Fyfield Plantation (Arcadia’s Children #2),Andrew R.  Williams, 4.30
3420,"Raven's Gate (Power of Five, #1)",Anthony Horowitz, 3.90
3421,Lost in the Crowd,M.J. Santley, 4.38
3422,The Place That Gave,Emem Uko, 4.38
3423,"Brimstone (Pendergast, #5; Diogenes, #1)",Douglas Preston, 4.13
3424,ثقوب في الثوب الأسود,إحسان عبد القدوس, 3.96
3425,The Great Santini,Pat Conroy, 4.15
3426,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce, 3.98
3427,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz, 4.23
3428,"And I Darken (The Conqueror's Saga, #1)",Kiersten White, 3.82
3429,Delta of Venus,Anaïs Nin, 3.61
3430,La tregua,Mario Benedetti, 4.20
3431,"Something Wonderful (Sequels, #2)",Judith McNaught, 4.32
3432,The Good Soldier Švejk,Jaroslav Hašek, 4.09
3433,ديوان الإمام الشافعي,محمد بن إدريس الشافعي, 4.46
3434,"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill, 4.13
3435,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)",Mary E. Pearson, 3.70
3436,"Infinite Days (Vampire Queen, #1)",Rebecca Maizel, 3.90
3437,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",Rachel Renée Russell, 4.13
3438,"Succubus Heat (Georgina Kincaid, #4)",Richelle Mead, 4.14
3439,The Sluts,Dennis Cooper, 3.56
3440,I Let You Go,Clare Mackintosh, 4.05
3441,The Wall of Winnipeg and Me,Mariana Zapata, 4.30
3442,"The Dark Divine (The Dark Divine, #1)",Bree Despain, 3.79
3443,The Nicomachean Ethics,Aristotle, 3.98
3444,State of Fear,Michael Crichton, 3.71
3445,Père Goriot,Honoré de Balzac, 3.86
3446,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer, 3.96
3447,Okay for Now,Gary D. Schmidt, 4.22
3448,The Promise,Chaim Potok, 4.17
3449,Please Look After Mom,Shin Kyung-sook, 3.85
3450,The Stone Diaries,Carol Shields, 3.88
3451,"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop, 4.03
3452,Seven Pillars of Wisdom: A Triumph,T.E. Lawrence, 3.81
3453,"Sookie Stackhouse 8 Volume Set (Sookie Stackhouse, #1-8)",Charlaine Harris, 4.29
3454,"Eve (Eve, #1)",Anna Carey, 3.69
3455,Darkness Visible: A Memoir of Madness,William Styron, 3.96
3456,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce, 3.91
3457,Love Letters to the Dead,Ava Dellaira, 3.80
3458,The Catastrophic History of You and Me,Jess Rothenberg, 4.03
3459,"Captivated by You (Crossfire, #4)",Sylvia Day, 4.11
3460,War with the Newts,Karel Čapek, 4.17
3461,The Amityville Horror,Jay Anson, 3.85
3462,Challenger Deep,Neal Shusterman, 4.14
3463,Assuming Names: A Con Artist's Masquerade,Tanya Thompson, 3.76
3464,The Tartar Steppe,Dino Buzzati, 4.19
3465,Sleeping Beauties,Stephen King, 3.73
3466,"Everlasting (The Immortals, #6)",Alyson Noel, 3.91
3467,Percy Jackson's Greek Heroes,Rick Riordan, 4.47
3468,"Forever, Christian",Tina Traverse, 4.50
3469,"You Really Are Full of Shit, Aren't You?",Karl Wiggins, 4.15
3470,"Checkmate (The Lymond Chronicles, #6)",Dorothy Dunnett, 4.70
3471,"Lila: An Inquiry Into Morals (Phaedrus, #2)",Robert M. Pirsig, 3.81
3472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch, 4.15
3473,Calico Jack in your Garden,Karl Wiggins, 4.20
3474,The Underground Railroad,Colson Whitehead, 4.04
3475,The Pilot's Wife,Anita Shreve, 3.54
3476,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky, 4.18
3477,"C is for Corpse  (Kinsey Millhone, #3)",Sue Grafton, 3.91
3478,Tiger and the Robot (Chandler Gray #1),Grahame Shannon, 4.31
3479,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer, 4.06
3480,Little Big Man,Thomas Berger, 4.26
3481,"The Devouring (The Devouring, #1)",Simon Holt, 3.93
3482,A Beautiful Mind,Sylvia Nasar, 4.12
3483,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy, 4.16
3484,Mein Kampf,Adolf Hitler, 3.19
3485,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Ntozake Shange, 4.25
3486,"Undone (Will Trent, #3)",Karin Slaughter, 4.19
3487,La vida es sueño,Pedro Calderón de la Barca, 3.92
3488,Stone Butch Blues,Leslie Feinberg, 4.40
3489,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron, 3.82
3490,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling, 4.62
3491,Annie on My Mind,Nancy Garden, 4.01
3492,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz, 3.78
3493,"The Eighth Sister (Charles Jenkins, #1)",Robert Dugoni, 4.07
3494,"Rock Chick (Rock Chick, #1)",Kristen Ashley, 4.17
3495,"Mio, My Son",Astrid Lindgren, 4.12
3496,"Night Fall (John Corey, #3)",Nelson DeMille, 4.08
3497,"Rules of Prey (Lucas Davenport, #1)",John Sandford, 4.11
3498,"Girl Online (Girl Online, #1)",Zoe Sugg, 3.68
3499,شيكاجو,Alaa Al Aswany, 3.42
3500,The Silent Wife,A.S.A. Harrison, 3.32
3501,The Caves of Steel (Robot #1),Isaac Asimov, 4.18
3502,"Dark Days (Skulduggery Pleasant, #4)",Derek Landy, 4.43
3503,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson, 4.46
3504,The Beginning of Everything,Robyn Schneider, 3.74
3505,Nothing,Janne Teller, 3.74
3506,Truly Madly Guilty,Liane Moriarty, 3.58
3507,"Laskar Pelangi (Tetralogi Laskar Pelangi, #1)",Andrea Hirata, 4.22
3508,"Savvy (Savvy, #1)",Ingrid Law, 3.98
3509,The Dark Half,Stephen King, 3.79
3510,Wise Blood,Flannery O'Connor, 3.85
3511,"Body Double (Rizzoli & Isles, #4)",Tess Gerritsen, 4.16
3512,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang, 3.93
3513,My Utmost for His Highest,Oswald Chambers, 4.35
3514,Cosmicomics,Italo Calvino, 4.19
3515,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne, 4.07
3516,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski, 4.28
3517,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann, 4.07
3518,"Until I Die (Revenants, #2)",Amy Plum, 4.16
3519,"From Russia With Love (James Bond, #5)",Ian Fleming, 3.91
3520,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han, 4.05
3521,التائهون,Amin Maalouf, 4.14
3522,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb, 4.17
3523,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami, 4.01
3524,Lucky Jim,Kingsley Amis, 3.75
3525,Nostromo,Joseph Conrad, 3.82
3526,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",Rick Riordan, 4.60
3527,Jasper Jones,Craig Silvey, 4.10
3528,The Vegetarian,Han Kang, 3.60
3529,Know My Name,Chanel Miller, 4.72
3530,"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty, 3.95
3531,"Touch the Dark (Cassandra Palmer, #1)",Karen Chance, 3.71
3532,Saving Francesca,Melina Marchetta, 3.98
3533,"The Devil's Star (Harry Hole, #5)",Jo Nesbø, 4.04
3534,Five Quarters of the Orange,Joanne Harris, 3.86
3535,"Goddess of Spring (Goddess Summoning, #2)",P.C. Cast, 4.20
3536,"Terrier (Beka Cooper, #1)",Tamora Pierce, 4.10
3537,Brokeback Mountain,Annie Proulx, 3.96
3538,And Quiet Flows the Don,Mikhail Sholokhov, 4.10
3539,"Fractured (Will Trent, #2)",Karin Slaughter, 4.14
3540,The Intelligent Investor,Benjamin Graham, 4.22
3541,Phantoms,Dean Koontz, 3.95
3542,"In the Night Garden (The Orphan's Tales, #1)",Catherynne M. Valente, 3.88
3543,The Lover's Dictionary,David Levithan, 3.88
3544,The First Phone Call from Heaven,Mitch Albom, 3.76
3545,"The Last Star (The 5th Wave, #3)",Rick Yancey, 3.63
3546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb, 4.37
3547,R.U.R.,Karel Čapek, 3.79
3548,"Bite Club (The Morganville Vampires, #10)",Rachel Caine, 4.21
3549,Happy Halloween,Othen Donald Dale Cummings, 4.70
3550,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis, 3.91
3551,The City and the Stars,Arthur C. Clarke, 4.07
3552,"Death du Jour (Temperance Brennan, #2)",Kathy Reichs, 3.94
3553,"Pattern Recognition (Blue Ant, #1)",William Gibson, 3.85
3554,Death Note Box Set,Tsugumi Ohba, 4.54
3555,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch, 3.86
3556,"Motorcycle Man (Dream Man, #4)",Kristen Ashley, 4.39
3557,"The Book of the Dead (Pendergast, #7; Diogenes, #3)",Douglas Preston, 4.14
3558,"Think of a Number (Dave Gurney, #1)",John Verdon, 3.88
3559,Lincoln in the Bardo,George Saunders, 3.75
3560,The Vanishing Half,Brit Bennett, 4.20
3561,"Chainfire (Sword of Truth, #9)",Terry Goodkind, 3.93
3562,The Siren,Kiera Cass, 3.73
3563,The Chamber,John Grisham, 3.81
3564,"Naked (The Blackstone Affair, #1)",Raine Miller, 4.01
3565,"Consider Phlebas (Culture, #1)",Iain M. Banks, 3.86
3566,The Faraway Tree Stories (The Faraway Tree #1-3),Enid Blyton, 4.30
3567,"Inside Out (Insider, #1)",Maria V. Snyder, 3.82
3568,"My Sister, the Serial Killer",Oyinkan Braithwaite, 3.72
3569,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan, 4.19
3570,Mason & Dixon,Thomas Pynchon, 4.09
3571,"Only Time Will Tell (The Clifton Chronicles, #1)",Jeffrey Archer, 4.08
3572,The Woman in Cabin 10,Ruth Ware, 3.73
3573,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks, 3.85
3574,"Breathe (Sea Breeze, #1)",Abbi Glines, 3.86
3575,Left to Tell: Discovering God Amidst the Rwandan Holocaust,Immaculée Ilibagiza, 4.38
3576,The Well House II: The Revenge,M.S. Matassa, 4.37
3577,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi, 4.08
3578,"Vanish (Firelight, #2)",Sophie Jordan, 3.92
3579,The End of Mr. Y,Scarlett Thomas, 3.78
3580,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman, 4.10
3581,Not Without My Daughter,Betty Mahmoody, 4.10
3582,We Are Okay,Nina LaCour, 3.94
3583,Critique of Pure Reason,Immanuel Kant, 3.96
3584,"Dreams Made Flesh (The Black Jewels, #5)",Anne Bishop, 4.33
3585,"Das erste Buch der Träume (Silber, #1)",Kerstin Gier, 4.09
3586,The Power,Naomi Alderman, 3.79
3587,"Devil in Winter (Wallflowers, #3)",Lisa Kleypas, 4.24
3588,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",Betty MacDonald, 4.14
3589,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny, 4.04
3590,"The Secret History of the Pink Carnation (Pink Carnation, #1)",Lauren Willig, 3.69
3591,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda, 3.93
3592,Origins,Angelo Tsanatelis, 3.87
3593,The God Complex,Chris Titus, 3.73
3594,Curse of The Salute,Anastacia Moore, 3.49
3595,"We Got Zombies On The Lawn Again, Ma",Donnie  Smith, 3.33
3596,The Beech Tree,Don  Phelan, 4.08
3597,the coven of deeds,Malcolm McCoard, 4.95
3598,The Secret Agent,Joseph Conrad, 3.60
3599,Sons of Destiny (Cirque du Freak #12),Darren Shan, 4.21
3600,The Manson File: Myth and Reality of an Outlaw Shaman,Nikolas Schreck, 4.18
3601,How to Not Be an Idiot When You Get Divorced,Jaeson D. Rau, 4.19
3602,Don Juan,Lord Byron, 3.80
3603,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen, 4.09
3604,Seize the Night (Dark-Hunter #6),Sherrilyn Kenyon, 4.33
3605,Goblinheart,Brett Axel, 4.41
3606,استمتع بحياتك,محمد عبدالرحمن العريفي, 4.19
3607,The Soft Machine (The Nova Trilogy #1),William S. Burroughs, 3.36
3608,"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller, 3.91
3609,Temptation and Denial,Adam Nicke, 4.54
3610,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood, 4.20
3611,"The Wizard Heir (The Heir Chronicles, #2)",Cinda Williams Chima, 4.14
3612,"Page (Protector of the Small, #2)",Tamora Pierce, 4.19
3613,"Forest Born (The Books of Bayern, #4)",Shannon Hale, 4.04
3614,Obsession,Jennifer L. Armentrout, 4.08
3615,Why We Never Repeat Jokes?,Ramzy Sweis, 4.24
3616,The Pit and the Pendulum - an Edgar Allan Poe Short Story,Edgar Allan Poe, 4.20
3617,Ben-Hur: A Tale of the Christ,Lew Wallace, 4.02
3618,A Lesson Before Dying,Ernest J. Gaines, 3.97
3619,Selected Stories of Anton Chekhov,Anton Chekhov, 4.37
3620,Rose Madder,Stephen King, 3.73
3621,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen, 3.98
3622,Private Peaceful,Michael Morpurgo, 4.16
3623,The Rescue (Ryan Decker #1),Steven Konkoly, 3.98
3624,Stiff: The Curious Lives of Human Cadavers,Mary Roach, 4.05
3625,The Death and Life of Charlie St. Cloud,Ben Sherwood, 4.01
3626,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan, 4.04
3627,The Devil and Miss Prym,Paulo Coelho, 3.61
3628,The Chronicles of Prydain (The Chronicles of Prydain #1-5),Lloyd Alexander, 4.41
3629,The Koalemos Initiative,P.H. Wilson, 3.82
3630,To Have and Have Not,Ernest Hemingway, 3.54
